#Poundsign#,A House Full Of Friends,2005,Camera,391.00036
#Poundsign#,sevensummers - international pop volume two,2000,Ayso,246.12526
Gorillaz,Gorillaz,2001,Rock The House (Explicit),249.93914
Kanye West,808s & Heartbreak,2008,Bad News,238.73261
Kanye West,808s & Heartbreak,2008,Coldest Winter,164.38812
Kanye West,808s & Heartbreak,2008,Coldest Winter,164.30975
Kanye West,808s & Heartbreak,2008,Pinocchio Story (Freestyle Live From Singapore),361.56036
Kanye West,808s & Heartbreak,2008,RoboCop,274.41587
Kanye West,808s & Heartbreak,2008,RoboCop,274.33751
Kanye West,808s & Heartbreak,2008,Say You Will,377.57342
Kanye West,808s & Heartbreak,2008,Street Lights,189.88363
Kanye West,808s & Heartbreak,2008,Street Lights,189.962
Kanye West,All Falls Down,2003,Through The Wire,251.402
Kanye West,All Falls Down,2003,Through The Wire,280.78975
Kanye West,Can't Tell Me Nothing,2007,Can't Tell Me Nothing,273.60608
Kanye West,Diamonds From Sierra Leone,2005,Diamonds From Sierra Leone,240.27383
Kanye West,Flashing Lights,2007,Stronger,285.962
Kanye West,Graduation,2007,Big Brother,287.60771
Kanye West,Graduation,2007,Champion,167.57506
Kanye West,Graduation,2008,Flashing Lights,237.47873
Kanye West,Graduation,2007,Good Morning,195.13424
Kanye West,Graduation,2007,Good Morning,195.05587
Kanye West,Graduation,2007,Good Morning,195.13424
Kanye West,Graduation,2007,Good Morning,195.05587
Kanye West,Graduation,2007,Homecoming,203.4673
Kanye West,Graduation,2007,I Wonder,243.40853
Kanye West,Graduation,2007,I Wonder,243.48689
Kanye West,Graduation,2007,Stronger,311.84934
Kanye West,Graduation,2007,Stronger,311.92771
Kanye West,Graduation,2007,Stronger,311.84934
Kanye West,Graduation,2007,The Glory,212.68853
Kanye West,Hip To The Hop: 30th Anniversary Of Hip Hop Hip To Da Hop,2008,Love Lockdown,270.28853
Kanye West,Jesus Walks,2003,Jesus Walks,210.88608
Kanye West,Jesus Walks,2003,Jesus Walks,196.77995
Kanye West,Late Orchestration,2005,Diamonds From Sierra Leone,247.64036
Kanye West,Late Orchestration,2003,Jesus Walks,193.67138
Kanye West,Late Orchestration,2005,Late,234.23955
Kanye West,Late Orchestration,2003,Through The Wire,212.81914
Kanye West,Late Orchestration,2004,Workout Plan,171.72853
Kanye West,Late Registration,2005,**Bonus Track**  Diamonds From Sierra Leone,238.36689
Kanye West,Late Registration,2005,Addiction,267.15383
Kanye West,Late Registration,2005,Addiction,267.10159
Kanye West,Late Registration,2005,Addiction,267.02322
Kanye West,Late Registration,2005,Celebration,198.47791
Kanye West,Late Registration,2005,Hey Mama,305.10975
Kanye West,Late Registration,2005,Late,230.53016
Kanye West,Late Registration,2005,Roses,245.89016
Kanye West,Late Registration,2005,Skit #1 (Kanye West/Late Registration),33.61914
Kanye West,Late Registration,2005,Skit #1 (Kanye West/Late Registration),33.54077
Kanye West,Late Registration,2005,Skit #2 (Kanye West/Late Registration),31.37261
Kanye West,Late Registration,2005,Skit #2 (Kanye West/Late Registration),31.32036
Kanye West,Late Registration,2005,Skit #3 (Kanye West/Late Registration),24.13669
Kanye West,Late Registration,2005,Skit #3 (Kanye West/Late Registration),24.18893
Kanye West,Late Registration,2005,Wake Up Mr. West,41.11628
Kanye West,NOW 10th Anniversary,2007,Stronger,246.15138
Kanye West,NRJ Music Awards 2009,2008,Love Lockdown,271.15057
Kanye West,R&B Collection,2008,Flashing Lights,238.52363
Kanye West,R&B Lovesongs,2005,Diamonds From Sierra Leone,237.42649
Kanye West,Stronger,2007,Stronger,312.55465
Kanye West,The College Dropout,2003,Family Business,278.88281
Kanye West,The College Dropout,2003,Family Business,281.96526
Kanye West,The College Dropout,2004,Graduation Day,84.63628
Kanye West,The College Dropout,2004,School Spirit,182.43873
Kanye West,The College Dropout,2003,School Spirit Skit 1,81.76281
Kanye West,The College Dropout,2003,School Spirit Skit 2,46.602
Kanye West,The College Dropout,2004,We Don't Care,242.93832
Kanye West,The College Dropout Video Anthology,0,Never Let Me Down,315.66322
Kanye West,The Mash Up,2005,Gold Digger,125.12608
Kanye West,The New Workout Plan,2004,The New Workout Plan,323.29098
Kanye West,The New Workout Plan,2004,The New Workout Plan,194.2722
Kanye West,Through The Wire,2003,Through The Wire,271.25506
Kanye West,Through The Wire,2003,Through The Wire,272.14322
Kanye West,Through The Wire,2003,Through The Wire,278.07302
Kanye West,Through The Wire,2003,Through The Wire,271.25506
Kanye West,Total Dance 2008 Vol. 2,2007,Stronger,241.03138
Kanye West,Touch The Sky,2005,Diamonds From Sierra Leone,252.60363
Kanye West,Ultimate R&B,2005,Diamonds From Sierra Leone,237.42649
Kanye West,Ultimate R&B Love 2009,2008,Love Lockdown,270.34077
Kanye West,We Don't Care,2004,We Don't Care,174.96771
Kanye West,Welcome to 2008,0,No One (feat. Alicia Keys) [Remix],177.73669
Kanye West,Heard 'Em Say,2005,Heard 'Em Say,253.72689
Kanye West,Heard 'Em Say,2005,Heard 'Em Say,204.5122
Kanye West,Late Orchestration,2006,Bring Me Down,200.51546
Kanye West,Late Orchestration,2006,Gone,254.4322
Kanye West,Late Registration,2005,Gone,333.34812
Kanye West,Late Registration,2005,Gone,333.34812
Kanye West,Graduation,2007,Everything I Am,227.94404
Kanye West,All Falls Down,2005,Heavy Hitters,240.22159
Kanye West,The College Dropout,2003,Spaceship,324.20526
Kanye West,Gold Digger,2005,Gold Digger,195.57832
Kanye West,Touch The Sky,2005,Gold Digger,197.90322
Kanye West,Late Registration,2005,Diamonds From Sierra Leone,233.45587
Kanye West,The College Dropout,2003,Never Let Me Down,327.47057
Kanye West,Terror Squad Presents DJ Khaled / Listen...The Album,0,Grammy Family,204.25098
Kanye West,The College Dropout Video Anthology,2004,We Don't Care,176.87465
Kanye West,808s & Heartbreak,2008,Welcome To Heartbreak,262.922
Kanye West,808s & Heartbreak,2008,See You In My Nightmares,258.08934
Kanye West,Late Orchestration,2010,Touch The Sky,246.5171
Kanye West,Late Registration,2010,Touch The Sky,236.64281
Kanye West,Touch The Sky,2010,Touch The Sky,242.88608
Kanye West,Touch The Sky,2010,Touch The Sky,237.16526
Kanye West,Touch The Sky,2010,Touch The Sky,236.72118
Kanye West,Graduation,2007,Drunk and Hot Girls,313.28608
Kanye West,Graduation,2007,Drunk and Hot Girls,313.20771
Kanye West,Graduation,2007,Drunk and Hot Girls,313.28608
Kanye West,Graduation,2007,Good Night,186.01751
Kanye West,Def Jam 25_ Vol. 23 - Show And Prove,2005,Two Words,267.38893
Kanye West,Def Jam 25_ Vol. 10 - Feature Presentation,2009,We Major,448.57424
Kanye West,Late Registration,2009,We Major,448.05179
Kanye West,Late Orchestration,2005,Drive Slow,273.76281
Kanye West,Late Registration,2005,Drive Slow,272.27383
Kanye West,All Falls Down,2005,All Falls Down,230.26893
Kanye West,Def Jam 25_ Vol. 14 - Best Of The Best,2005,All Falls Down,224.23465
Kanye West,Late Orchestration,2005,All Falls Down,193.09669
Kanye West,The College Dropout,2005,All Falls Down,226.55955
Kanye West,Good Life,2007,Good Life,204.79955
Kanye West,Graduation,2007,Good Life,207.04608
Kanye West,Graduation,2007,Good Life,206.96771
Kanye West,The College Dropout,2003,Get Em High,292.54485
Kanye West,Late Registration,2005,We Can Make It Better,232.04526
Kanye West,The College Dropout Video Anthology,2005,Two Words,245.41995
Kanye West,Late Orchestration,2006,Crack Music,167.91465
Kanye West,Impossible,0,Impossible,202.762
Kanye West,Good Life,2007,Can't Tell Me Nothing,249.18159
